ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	Chinese (Taiwan)	Indonesian	Persian	Hebrew
MMI-0415	서라운드 뷰 모니터 자동 켜짐	Surround View Monitor Auto On	Encend. autom. monitor vista circundante	Activation autom. moniteur vue panoram.	Monitor de vista 360 automático ligado	全景影像自动开启	サラウンドビューモニター自動オン	Surround view monitor auto On	Surround view monitor auto On	Surround View Monitor automatisch Ein	Monit. pan. aut. activé	Attivazione automatica Surround View Monitor	Monitor con vista de 360°automático activado	Ativação auto. monitor visão circundante	Monitor viz. împrejurimi Pornit automat	Surround View-monitor automatisch aan	Surround View-skærm automatisk slået til	Monitor för omgivningsvy automatiskt på	Omgivelsesvisning autom. på	Automatyczne wł. wyświetlacza widoku otoczenia	Monitor pro sledování okolí automaticky zapnut	Monit. sys. pohľadu naokolo autom. zap.	Автовключение системы кругового обзора	Автоувімкнення системи кругового огляду	Samodejni vklop pogleda okolice	Surround view monitor auto On	Вкл.мон.за ок.триизм.изг.	Αυτόματη ενεργοποίηση προβολής της γύρω περιοχής	Ympäristönäkymämonitorin autom. käynn.	Környezetfigyelő automatikusan bekapcsolva	Çevre görüşü monitörü otomatik Açık	تشغيل تلقائي لشاشة الرؤية المحيطية	आसपास के व्यू को मॉनिटर करना ऑटोमेटिक चालू	চারপাশের দৃশ্য দেখার মনিটর স্বয়ংক্রিয় চালু	सभोवतालचे दृश्य मॉनिटर ऑटो ऑन	సరౌండ్ వ్యూ మానిటర్ ఆటో ఆన్ చేయబడింది	சுற்றி காட்டும் மானிட்டரைத் தானாக இயக்கு	સરાઉન્ડ વ્યૂ મોનિટર આપમેળે ચાલુ	ಸರೌಂಡ್ ವ್ಯೂ ಮಾನಿಟರ್ ಸ್ವಯಂ ಆನ್	ପାରିପାର୍ଶ୍ଵ ଦୃଶ୍ୟ ମନିଟର୍ ଅଟୋ ଅନ୍	സറൗണ്ട് വ്യൂ മോണിറ്റർ ഓട്ടോ ഓൺ	ਚੌਗਿਰਦਾ ਦ੍ਰਿਸ਼ ਮੋਨੀਟਰ ਸਵੈਚਲਿਤ ਚਾਲੂ	周遭視角監控自動啟動	Monitor Surround View Otomatis Hidup	مانیتور نمای اطراف خودکار روشن	הפעלה אוטומטית של תצוגה היקפית
MMI-0417	후방 교차 안전	Rear Cross-Traffic Safety	Seguridad tráfico cruzado (post.)	Sécurité de circulation transversale arrière	Segurança de tráfego cruzado traseiro	后方交叉交通安全	斜め後方安全	Rear cross-traffic safety	Rear cross-traffic safety	Sich. Querverkehr hinten	Sécurité latérale arrière	Sicur. post. nel traffico	Seguridad trasera tráf. cruz.	Seg. cruz. trân. atrás	Sigur. trafic perpen. spate	Veiligh. kruis. verk. achter	Krydsende trafik bagude	Säkerh. korsande bakom	Sikkerhet kryss. trafikk bak	Bezpieczeństwo z tyłu pojazdu przy ruchu poprzecznym	Bezp. - křižuj. voz. vzadu	Bezpečnosť pre križ. premávku vzadu	Пересек. движение сзади	Безпека при перехресному русі ззаду	Varnost za prečni promet za vozilom	Sigur.,vozilo s boka otraga	Безоп. напр. движ. отзад	Ασφάλεια από διασταυρούμενη κυκλοφορία πίσω	Rist. liikenteen turvall. takana	Keresztforg. hátsó bizt.	Arka çapraz trafik güvenliği	الأمان عند اكتشاف خطر اصطدام أثناء الرجوع	पीछे की क्रॉस-ट्रेफ़िक सुरक्षा	পিছনে ক্রস-ট্র্যাফিক সুরক্ষা	मागील क्रॉस-ट्रॅफिक सुरक्षा	రియర్ క్రాస్ ట్రాఫిక్ సేఫ్టీ	பின்புற குறுக்கு வழி-போக்குவரத்து பாதுகாப்பு	પાછળની ક્રોસ ટ્રાફિક સલામતી	ಹಿಂಬದಿ ಕ್ರಾಸ್ ಟ್ರಾಫಿಕ್ ಸುರಕ್ಷತೆ	ପଛ କ୍ରସ୍-ଟ୍ରାଫିକ୍ ସୁରକ୍ଷା	റിയർ ക്രോസ് ട്രാഫിക്ക് സേഫ്റ്റി	ਪਿਛਲੀ ਕਰਾਸ-ਟ੍ਰੈਫ਼ਿਕ ਸੁਰੱਖਿਆ	後方交叉車流安全	Pendeteksi Kendaraan Melintas di Belakang	ایمنی هشدار فاصله با خودروی عقب	בטיחות תנועה חוצה אחורית
MMI-0419	공조 에코 모드	Climate Control ECO Mode	Climatización modo ECO	Climatisation Mode ECO	Climatização modo ECO	空调控制 ECO 模式	空調ECOモード	Eco mode climate control	Eco mode climate control	Klimaanlage mit ECO-Modus	Mode ECO de la climatisation	Climatizzazione modalità ECO	Control de climatización en modo ECO	Controlo da climatização em modo ECO	Climatizare în mod eco	Eco-modus airconditioning	ECO-tilstand for klimastyring	Klimatanläggning med ECO-läge	ECO-modus klimaanlegg	Sterowanie klimatyzacją w trybie ECO	Řízení klimatizace v režimu ECO	Ovládanie režimu klimatizácie ECO	Климат-контроль режима ЭКО	Кондиціон. в режимі ЕКО	Uprav. klime v načinu ECO	Klima uređaj u režimu Eco	Климатроник в реж. ECO	Λειτουργ. κλιματισμού Eco	Ilmastoinnin ECO-tila	ECO módban való klímavezérlés	ECO modu klima kontrolü	التحكم في المناخ وضع Eco	इको मोड जलवायु कंट्रोल	Eco মোড জলবায়ু নিয়ন্ত্রণ	इको मोड हवामान नियंत्रण	ఎకో మోడ్ క్లైమేట్ కంట్రోల్	Eco மோட் பருவநிலை கட்டுப்பாடு	ઇકો મોડ આબોહવા નિયંત્રણ	ಎಕೋ ಮೋಡ್ ಪರಿಸರ ನಿಯಂತ್ರಣ	ଇକୋ ମୋଡ୍ ଜଳବାୟୁ ନିୟନ୍ତ୍ରଣ	ഇക്കോ മോഡ് ക്ലൈമറ്റ് കൺട്രോൾ	ਕਿਫ਼ਾਇਤੀ ਮੋਡ ਵਾਤਾਵਰਨ ਨਿਯੰਤ੍ਰਣ	Eco 模式空調	Mode ECO Pengatur Suhu	کنترل وضع هوا در حالت اقتصادی	בקרת אקלים במצב חיסכון
MMI-0421	디스플레이 모드	Display Mode	Modo de visualización	Mode d’affichage	Modo de exibição	显示模式	ディスプレイモード	Display mode	Display mode	Displaymodus	Mode d'affichage	Modalità di visualizzazione	Modo de visualización	Modo de visualização	Mod de afișare	Displaymodus	Displaytilstand	Visningsläge	Skjermmodus	Tryb wyświetlania	Režim zobrazení	Režim zobrazenia	Режим отображения	Режим відображення	Način prikaza	Režim prikaza	Режим на показване	Λειτουργία εμφάνισης	Näyttötila	Megjelenítési mód	Ekran modu	وضع العرض	डिस्प्ले मोड	ডিসপ্লে মোড	डिस्प्ले मोड	డిస్‌ప్లే మోడ్	காட்சி மோட்	ડિસપ્લે મોડ	ಡಿಸ್‌ಪ್ಲೇ ಮೋಡ್	ପ୍ରଦର୍ଶନ ମୋଡ୍	ഡിസ്പ്ലേ മോഡ്	ਡਿਸਪਲੇ ਮੋਡ		Mode Layar	حالت نمایش	מצב תצוגה
MMI-0423	평균연비 자동 초기화	Energy Consumption Reset	Poner a cero consumo de energía	Réinitialisation consommation d` énergie	Reiniciar consumo de energia	平均油耗复位	平均電費の自動初期化	Energy consumption auto reset	Energy consumption auto reset	Ø Energieverbr. automatisch zurücksetzen	Réinitialiser consommation d`énergie auto.	Azzeramento automatico impiego energia	Restablecer consumo de energía	Energia Consumo auto Repor	Resetare automată consum de energie	Automatisch resetten Elektriciteit verbruik	Energiforbrug nulstilles automatisk	Energiförbrukning Automatisk Återställning	Auto-reset energiforbruk	Autom. zerow. zużycia energii	Automatické vynulování spotřeby energie	Automatické Vynulovanie Energ. Spotreby	Автосброс среднего расхода	Автоскидання середньої витрати	Samodejna ponastavitev povprečne porabe energije	Automatski reset prosječne potrošnje energije	Автоматично нулиране на средния разход на гориво	Αυτόματος μηδενισμός μέσης κατανάλωσης ενέργειας	Keskim. energiankulutuksen autom. nollaus	Energiafogyasztás automatikus alaphelyzetbe állítása	Enerji Tüketimi Otomatik Sıfırlama	إعادة ضبط تلقائي لاستهلاك الوقود	उर्ज़ा खपत को रीसेट करें	শক্তি খরচ আবার সেট করা	ऊर्जा वापर रीसेट	పవర్‌ వినియోగాన్ని రీసెట్ చేయడం	ஆற்றல் நுகர்வு மீட்டமைப்பு	ઉર્જાનો વપરાશ ફરીથી સેટ કરો	ಎನರ್ಜಿ ಬಳಕೆ ರಿಸೆಟ್	ଶକ୍ତି ବ୍ୟବହାର ପୁନଃସେଟ୍	ഊർജ്ജ ഉപഭോഗം പുനഃക്രമീകരിച്ചു	ਉਰਜਾ ਖ਼ਪਤ ਰੀਸੈੱਟ ਕਰੋ	能源消耗自動重設	Reset Konsumsi Energi	بازنشانی مصرف نیرو	איפוס נתוני תצרוכת אנרגיה
MMI-0425	충전 후 연비	After recharging	Al recargar	Après la recharge	Depois de recarregar	充电后重置	充電後の電費	After recharging	After recharging	Nach Ladevorgang	Après la recharge	Dopo ricarica	Después de recargar	Após a recarga	După reîncărcare	Na het laden	Efter genopladning	Efter laddning	Etter lading	Po ponownym naładowaniu	Po dobití	Po nabití	После зарядки	Після зарядки	Po polnjenju	Nakon punjenja	След зареждане	Μετά τη φόρτιση	Lataamisen jälkeen	Töltés után	Şarj ettikten sonra	بعد إعادة الشحن	रिचार्ज करने के बाद	রিচার্জের পরে	रिचार्ज नंतर	రీఛార్జ్ చేసిన తరువాత	ரீசார்ஜ் செய்யப்பட்டதும்	રિચાર્જ કર્યા પછી	ರಿಚಾರ್ಜ್‌ ಮಾಡಿದ ನಂತರ	ରିଚାର୍ଜ କରିବା ପରେ	റീചാർജ്ജിംഗിന് ശേഷം	ਰੀਚਾਰਜ ਕਰਨ ਤੋਂ ਬਾਅਦ		Setelah mengisi daya	بعد از شارژ مجدد	לאחר טעינה מחדש
MMI-0427	평균연비 표시	Reset Avg. Energy Consumption	Reiniciar consumo de energía	Réinitialiser consommation d`énergie	Restaurar o consumo de energia	重置平均能耗	平均電費表示	Energy consumption reset	Energy consumption reset	Energieverbrauch zurücksetzen	Réinitialiser la consommation d`énergie	Ripristina il consumo di energia	Restablecer consumo de energía	Reiniciar o consumo de energia	Resetare consum de energie	Energieverbruik resetten	Nulstil energiforbrug	Återställ energiförbrukningen	Tilbakestill energiforbruk	Zresetuj licznik zużycia energii	Nulování spotřeby energie	Resetovať spotrebu energie	Сбросить расход энергии	Скинути споживання енергії	Ponastavitev porabe energije	Resetiranje potrošnje energije	Нулиране на консумацията на енергия	Επαναφορά κατανάλωσης ενέργειας	Nollaa energiankulutus	Energiafogyasztás visszaállítása	Enerji tüketimi sıfırlama	إعادة ضبط إستهلاك الطاقة	उर्ज़ा खपत को रीसेट करें	শক্তি খরচ আবার সেট করা	ऊर्जा वापर रीसेट	ఎనర్జీ వినియోగాన్ని రీసెట్ చేయడం	ஆற்றல் நுகர்வு மீட்டமைப்பு	ઉર્જાનો વપરાશ ફરીથી સેટ કરો	ಎನರ್ಜಿ ಬಳಕೆ ರಿಸೆಟ್	ଶକ୍ତି ବ୍ୟବହାର ପୁନଃସେଟ୍	ഊർജ്ജ ഉപഭോഗം പുനഃക്രമീകരിച്ചു	ਉਰਜਾ ਖ਼ਪਤ ਰੀਸੈੱਟ ਕਰੋ		Reset Konsumsi Energi Rata-rata	بازنشانی مصرف نیرو	איפוס צריכת האנרגיה
MMI-0429	충전할 때마다	After recharging	Después de recargar	Après la recharge	Após a recarga	每次充电后	充電ごと	After recharging	After recharging	Nach Ladevorgang	Après la recharge	Dopo ricarica	Después de recargar	Após a recarga	După reîncărcare	Na het laden	Efter genopladning	Efter laddning	Etter opplading	Po ponownym naładowaniu	Po dobíjení	Po nabití	После зарядки	Після зарядки	Po polnjenju	Nakon punjenja	След презареждане	Μετά τη φόρτιση	Lataamisen jälkeen	Újratöltés után	Şarj Ettikten Sonra	بعد إعادة الشحن	रिचार्ज करने के बाद	রিচার্জের পরে	रिचार्ज नंतर	రీఛార్జ్ చేసిన తరువాత	ரீசார்ஜ் செய்யப்பட்டதும்	રિચાર્જ કર્યા પછી	ರಿಚಾರ್ಜ್‌ ಮಾಡಿದ ನಂತರ	ରିଚାର୍ଜ କରିବା ପରେ	റീചാർജ്ജിംഗിന് ശേഷം	ਰੀਚਾਰਜ ਕਰਨ ਤੋਂ ਬਾਅਦ		Setelah mengisi daya	بعد از شارژ مجدد	לאחר טעינה
MMI-0431	누적 연비	Manually	Manualmente	Manuellement	Manualmente	手动重置	手動リセット	Manually	Manually	Manuell	Manuellement	Manuale	Manualmente	Manualmente	Manual	Manueel	Manuel	Manuellt	Manuelt	Ręcznie	Ručně	Ručne	Вручную	Вручну	Ročno	Manualno	Ръчно	Χειροκίνητα	Manuaalisesti	Manuális	Manüel	يدوياً	मैन्युअल रूप से	ম্যানুয়ালি	मॅन्युअली	మాన్యువల్‌గా	கைமுறையாக	મેન્યુઅલી	ಮಾನ್ಯುಯಲ್ ಆಗಿ	ମାନୁଆଲ୍ ଭାବରେ	മാനുവലായി	ਮਾਨੁਅਲੀ		Secara manual	N/A	ידנית
MMI-0433	외부 공기 유입 방지	Recirculation Mode Plus	Modo de recirculación avanzado	Mode Recirculation Plus	Modo de Recirculação Plus	进入隧道时激活	外気流入防止	Recirculation Mode Plus	Recirculation Mode Plus	Erweiterter Umluftbetrieb	Mode Recyclage Plus	Modalità ricircolo avanzata	Modo de recirculación avanzado	Modo de recirculação Plus	Circularea aerului interior	Hercirculatiestand Plus	Avanceret recirkulationstilstand	Återcirkulationsläge Plus	Resirkulasjonsmodus Pluss	Tryb zaawansowanej recyrkulacji	Pokročilý režim recirkulace	Režim cirkulácie Plus	Режим «Рециркуляция плюс»	Режим рециркулювання «плюс»	Način kroženja notr. zraka Plus	Interna cirkulacija zraka	Циркуляция въздуха в купето	Λειτουργία επανακυκλοφορίας Plus	Parannettu sisäilmankiertotila	Keringetési mód plusz	Gelişmiş Resirkülasyon Modu	وضع التهوية الفائق	उन्नत रिर्सक्युलेशन मोड	রিসার্কুলেশন মোড প্লাস	रीसर्क्युलेशन मोड प्लस	రీసర్క్యులేషన్ మోడ్ ప్లస్	மறுசுழற்சி மோட் பிளஸ்	પુનર્ભ્રમણ મોડ પ્લસ	ರಿಸರ್ಕ್ಯುಲೇಶನ್‌ ಮೋಡ್ ಪ್ಲಸ್	ରିସାର୍କ୍ୟୁଲେସନ୍ ମୋଡ୍ ପ୍ଲସ୍	റീസർക്കുലേഷൻ മോഡ് പ്ലസ്	ਹਵਾ ਦਾ ਮੁੜ-ਦੌਰਾ ਮੋਡ ਪਲਸ		Mode Resirkulasi Plus	حالت ویژه تهویه هوا	מצב זרימה חוזרת פלוס
MMI-0435	승하차 편의								Seating Easy Access																								बैठने की आसान पहुँच	বসার সহজ অ্যাক্সেস	आसनावर सहज प्रवेश	సీటింగ్ ఈజీ యాక్సె స్	இருக்கையின் எளிதா ன அணுகல்	સીટ સરળતાથી શોધી શકાય	ಸೀಟಿಗೆ ಸುಲಭ ಪ್ರವೇಶಾವಕಾಶ	ସିଟିଂ ସହଜ ଆକସେସ	സീറ്റിലേക്കുള്ള അനായാസ പ്രവേശനം	ਬੈਠਨ ਲਈ ਅਸਾਨ ਪਹੁੰਚ				
MMI-0437	후석 시트 열선 제어	Rear Seat Heating Control	Control de calefacción del asiento posterior	Commande de chauffage des sièges arrière	Controle de aquecimento do assento traseiro	后排座椅加热控制	後部座席シートヒーター制御	Rear seat heating control	Rear seat heating control	Steuerung der Sitzheizung hinten	Commande de chauffage des sièges arrière	Controllo del riscaldamento del sedile posteriore	Control de la calefacción de los asientos traseros	Controlo de aquecimento dos bancos traseiros	Control încălzire scaun spate	Bediening achterstoelverwarming	Varmeregulering af bagsæde	Styrning av baksätets uppvärmning	Oppvarmingsstyring for baksete	Sterowanie ogrzewaniem tylnego fotela	Ovládání vyhřívání zadního sedadla	Ovládanie vyhrievania zadného sedadla	Управление подогревом заднего сиденья	Управління підігрівом задніх сидінь	Upravlj. ogrevanja na zadnjih sedežih	Komande za grijanje stražnjeg sjedala	Настройка на отоплението на зад. сед.	Έλεγχος θέρμανσης πίσω καθίσματος	Takaistuimen lämmityksen hallinta	Hátsó ülés fűtésének vezérlése	Arka Koltuk Isıtma Kontrolü	التحكم بالتدفئة في المقاعد الخلفية	पिछली सीट का हीट कंट्रोल	পিছনের সিটের উষ্ণতা নিয়ন্ত্রণ	मागील सीट हिटिंग नियंत्रण	వెనుక సీటు హీటింగ్ కంట్రోల్	பின்புற இருக்கை வெப்பமூட்டி கட்டுப்பாடு	પાછળની સીટનું ગરમી નિયંત્રણ	ಹಿಂಬದಿ ಸೀಟ್ ಹೀಟಿಂಗ್‌ ನಿಯಂತ್ರಣ	ପଛ ସିଟ୍ ଗରମ ନିୟନ୍ତ୍ରଣ	പിൻസീറ്റ് ഹീറ്റിംഗ് കൺട്രോൾ	ਪਿਛਲੀ ਸੀਟ ਦਾ ਨਿੱਘ ਨਿਯੰਤ੍ਰਣ	後座加熱控制	Kontrol Pemanasan Kursi Belakang	کنترل گرمایش صندلی عقب	בקרת חימום מושב אחורי
MMI-0439	반대방향 주행용 조명	Travel Mode	Modo viaje	Mode voyage	Modo viagem	大灯旅行模式	走行方向反対用照明	Travel Mode	Travel mode	Reisemodus	Mode route	Modalità viaggio	Modo viaje	Modo de viagem	Mod călătorie	Reismodus	Rejsemodus	Reseläge	Reisemodus	Tryb podróży	Zahraniční režim	Cestovateľský režim	Режим путешествия	Режим подорожі	Potovalni način	Režim putovanja	Режим на пътуване	Λειτουργία ταξιδιού	Matkatila	Utazási mód	Seyahat modu	وضع السفر	यात्रा मोड	ভ্রমণ মোড	प्रवास मोड	ప్రయాణ మోడ్	பயணப் பயன் முறை	મુસાફરી મોડ	ಟ್ರಾವೆಲ್ ಮೋಡ್	ଭ୍ରମଣ ମୋଡ୍	യാത്രാ മോഡ്	ਸਫ਼ਰ ਮੋਡ	旅行模式	Mode Perjalanan	حالت سفر	מצב נסיעה
MMI-0441	하이빔 보조	High Beam Assist	Asistencia luces altas	Assistance de feux de route	Assistência ao farol alto	远光灯辅助系统	ハイビームアシスト	HBA (High Beam Assist)	HBA (High Beam Assist)	HBA (Fernlicht-Assistent)	HBA (assistant phares)	HBA (High Beam Assist)	HBA (asistencia luces largas)	HBA (assist. faróis máximos)	HBA (Asist. lumini de dist.)	HBA (High Beam Assist)	HBA (Fjernlysassistent)	HBA (Assistans för helljus)	HBA (fjernlysassistent	HBA (asystent świateł drogowych)	HBA (asistent dálkových světel)	HBA (Asistent diaľkových svetiel)	HBA (автопереключение дальнего света)	HBA (автоперемикач дальнього світла)	HBA (zasenčenje dolgih luči)	HBA (asist.za dugo svjetlo)	HBA (Асист. дълги светл.)	HBA (Υποβοήθηση Φώτων Μεγάλης Σκάλας)	HBA (Kaukovaloavustin)	HBA (Távolsági fényvezérlő)	HBA (Uzun Far Asistanı)	نظام الضوء العالي الذكي (HBA)	HBA (हाई बीम असिस्ट)	HBA (হাই বিম অ্যাসিস্ট)	HBA (उच्च बीम असिस्ट)	హై బీమ్ అసిస్ట్	HBA (ஹை பீம் உதவி)	HBA (ઉચ્ચ બીમ સહાય)	HBA (ಹೈ ಬೀಮ್ ಅಸಿಸ್ಟ್)	HBA (ହାଇ ବିମ୍ ଆସିଷ୍ଟ)	HBA (ഹൈ ബീം അസിസ്റ്റ്)	HBA (ਹਾਈ ਬੀਮ ਸਹਾਇਕ)	HBA（遠光燈輔助）	High Beam Assist	HBA (دستیار نور بالا)	HBA (עזר אור גבוה)
MMI-0443	스마트 테일게이트	Smart Tailgate	Puerta trasera de elevación inteligente	Hayon intelligent	Tampa traseira inteligente	智能尾门	スマートテールゲート	Smart tailgate	Smart tailgate	Intelligente Heckklappe	Hayon intelligent	Portellone intelligente	Portón trasero inteligente	Porta da bagageira inteligente	Hayon inteligent	Slimme achterklep	Intelligent bagklap	Smart baklucka	Smart bakluke	Inteligentna pokrywa bagażnika	Inteligentní zadní výklopné dveře	Inteligentné piate dvere	Умная дверь багажника	Розумна кришка багажника	Pametni pokrov prtljažnika	Inteligentni poklopac prtljaž.	Автом. отв. на кап. на багажн.	Έξυπνη Πόρτα Χώρου Αποσκευών	Älykäs takaluukku	Intelligens csomagtérajtó	Akıllı bagaj kapağı	باب الصندوق الذكي	स्मार्ट टेलगेट	স্মার্ট টেলগেট	स्मार्ट टेलगेट	స్మార్ట్ టెయిల్‌గేట్	ஸ்மார்ட் டெயில்கேட்	સ્માર્ટ ટેઇલગેટ	ಸ್ಮಾರ್ಟ್‌ ಟೇಲ್‌ಗೇಟ್	ସ୍ମାର୍ଟ ଟେଲ୍ଗେଟ୍	സ്മാർട്ട് ടെയിൽഗേറ്റ്	ਸਮਾਰਟ ਟੇਲਗੇਟ	智慧後擋板	Smart Tailgate	درب صندوق عقب هوشمند	דלת אחורית חכמה
MMI-0445	디지털 키	Digital Key	Llave digital	Clé numérique	Chave digital	数字钥匙	デジタルキー	Digital key	Digital key	Digitaler Schlüssel	Clé numérique	Chiave digitale	Clave digital	Chave digital	Cheie digitală	Digitale sleutel	Digital nøgle	Digital nyckel	Digital tast	Klucz cyfrowy	Digitální klíč	Digitálny kľúč	Цифровой ключ	Цифровий ключ	Digitalni ključ	Digitalni ključ	Цифров ключ	Ψηφιακό Κλειδί	Digitaalinen avain	Digitális kulcs	Dijital tuş	المفتاح الرقمي	डिजिटल की	ডিজিটাল কী	डिजिटल की	డిజిటల్ కీ	டிஜிட்டல் விசை	ડિજિટલ કી	ಡಿಜಿಟಲ್ ಕೀ	ଡିଜିଟାଲ୍ କୀ	ഡിജിറ്റൽ കീ	ਡਿਜਿਟਲ-ਕੀ	數位鑰匙	Kunci Digital	کلید دیجیتال	מפתח דיגיטלי
MMI-0447	디지털 키 사용	Enable Digital Keys	Habilitar llaves digitales	Activer les clés numériques	Habilitar chaves digitais	启用数字钥匙	デジタルキー使用	Enable digital keys	Enable digital keys	Digitale Schlüssel aktivieren	Activer les clés numériques	Attiva codici digitali	Activar claves digitales	Ativar chaves digitais	Activare cheie digitală	Digitale sleutels inschakelen	Aktivér digitale nøgler	Aktivera digitala nycklar	Aktiver digitale knapper	Włącz przyciski cyfrowe	Povolit digitální klíče	Povoliť digitálne kľúče	Включить цифровые клавиши	Активувати цифровий ключ	Vklop digitalnega ključa	Aktiviranje digital. ključa	Актив. на цифров ключ	Ενεργοποίηση Ψηφιακού Κλειδιού	Ota digitaaliset avaimet käyttöön	Digitális kulcsok engedélyezése	Dijital anahtarları etkinleştir	تمكين المفاتيح الرقمية	डिजिटल की सक्षम करें	ডিজিটাল কী সক্রিয় করুন	डिजिटल की सक्षम करा	డిజిటల్ కీలు ప్రారంభించండి	டிஜிட்டல் கீக்களை இயக்கவும்	ડિજિટલ કી સક્ષમ કરો	ಡಿಜಿಟಲ್‌ ಕೀಗಳನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಿ	ଡିଜିଟାଲ୍ କୀଗୁଡିକୁ ସକ୍ଷମ କରନ୍ତୁ	ഡിജിറ്റൽ കീകൾ പ്രവർത്തനക്ഷമമാക്കുക	ਡਿਜਿਟਲ-ਕੀਜ਼ ਚਾਲੂ ਕਰੋ	啟用數位鑰匙	Aktifkan Kunci Digital	فعال کردن کلیدهای دیجیتال	הפוך מקשים דיגיטליים לזמינים
MMI-0449	스마트폰 키	Smartphone Key	Llave de teléfono celular	Clé du téléphone intelligent	Chave de telefone digital	智能手机密钥	デジタルキー	Smartphone Key	Smartphone Key	Smartphone-Schlüssel	Clé smartphone	Codice smartphone	Clave del smartphone	Chave de Smartphone	Cheie smartphone	Smartphone-sleutel	Smartphone-nøgle	Smartphone-nyckel	Smarttelefonnøkkel	Kluczyk w smartfonie	Klíč ve smartphonu	Kľúč pre smartfón	Ключ-смартфон	Ключ-смартфон	Ključ na pametnem telefonu	Smartphone ključ	Смартфон ключ	Κλειδί Smartphone	Älypuhelinavain	Okostelefon kulcs	Akıllı Telefon Tuşu	المفتاح من الهاتف الذكي	स्मार्टफ़ोन की	স্মার্টফোন কী	स्मार्टफोन की	స్మార్ట్‌ఫోన్ కీ	ஸ்மார்ட்ஃபோன் கீ	સ્માર્ટફોન કી	ಸ್ಮಾರ್ಟ್‌ಫೋನ್‌ ಕೀ	ସ୍ମାର୍ଟଫୋନ୍ କୀ	സ്മാർട്ഫോൺ കീ	ਸਮਾਰਟਫ਼ੋਨ-ਕੀ	智慧型手機鑰匙	Kunci Smartphone	کلید گوشی هوشمند	מפתח טלפון חכם
MMI-0451	카드 키	Card Key	Llave de tarjeta NFC	Clé de carte de NFC	Chave de cartão NFC	NFC 卡密钥	カードキー	Card Key	Card Key	NFC-Kartenschlüssel	Carte clé	Codice scheda NFC	Clave de la tarjeta NFC	Chave de cartão NFC	Cheie card	NFC-kaartsleutel	NFC-kortnøgle	NFC-kortnyckel	NFC-kortnøkkel	Karta NFC	Klíč ve formě karty NFC	Kartový kľúč s funkciou NFC	Ключ-карта NFC	Ключ-картa	Kartični ključ	Kartični ključ	Ключ-карта	Κλειδί Κάρτας	NFC-korttiavain	NFC-kártya kulcs	NFC Kartı Tuşu	مفتاح البطاقة الإلكترونية	कार्ड की	কার্ড কী	कार्ड की	కార్డ్ కీ	கார்டு கீ	કાર્ડ કી	ಕಾರ್ಡ್‌ ಕೀ	କାର୍ଡ କୀ	കാർഡ് കീ	ਕਾਰਡ-ਕੀ	鑰匙卡	Kunci Kartu	کلید کارتی NFC	מפתח כרטיס NFC
MMI-0453	디지털 키 정보	Digital Key Information	Información de la llave digital	Informations de la clé numérique	Informação da chave digital	数字钥匙信息	デジタルキー情報	Digital key information	Digital key information	Informationen zum digitalen Schlüssel	Informations sur la clé numérique	Informazioni sulla chiave digitale	Información sobre la clave digital	Informação da chave digital	Informații cheie digitală	Digitale sleutelinformatie	Oplysninger om digital nøgle	Information om digital nyckel	Informasjon om digitalnøkkel	Informacje o kluczu cyfrowym	Informace o digitálním klíči	Informácie o digitálnom kľúči	Сведения о цифровом ключе	Інформація про цифровий ключ	Informacije o digitalnem ključu	Informacije o digit. ključu	Информ. за цифров ключ	Πληροφορίες Ψηφιακού Κλειδιού	Digitaalisen avaimen tiedot	Digitáliskulcs-információk	Dijital anahtar bilgisi	معلومات المفتاح الرقمي	डिजिटल की की जानकारी	ডিজিটাল কী সংক্রান্ত তথ্য	डिजिटल कीजची माहिती	డిజిటల్ కీ సమాచారం	டிஜிட்டல் கீ தகவல்	ડિજિટલ કી માહિતી	ಡಿಜಿಟಲ್ ಕೀ ಮಾಹಿತಿ	ଡିଜିଟାଲ୍ କୀ ସୂଚନା	ഡിജിറ്റൽ കീ വിവരങ്ങൾ	ਡਿਜਿਟਲ-ਕੀ ਜਾਣਕਾਰੀ	數位鑰匙資訊	Informasi Kunci Digital	اطلاعات کلید دیجیتال	פרטי המפתח הדיגיטלי
